Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
electronic,16 (9),3 (0),21,66.7%,-5,69.3,1,0.89,Natus Vincere,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
B1T,16 (11),6 (0),22,63.0%,-6,69.0,-1,0.87,Natus Vincere,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
Boombl4,15 (6),8 (1),25,59.3%,-10,67.3,1,0.77,Natus Vincere,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
Perfecto,12 (3),4 (0),21,59.3%,-9,55.4,2,0.69,Natus Vincere,117668,t,16 : 11 ( 6 : 9 ) ( 10 : 2 ),1.23 : 0.90,12 : 15,3 : 4,Mirage,ESL Pro League Season 13,3rd of April 2021,Complexity,Natus Vincere,2,0,1,2.62 / 1.44,"1. Natus Vincere removed Vertigo
2. Complexity removed Train
3. Natus Vincere picked Dust2
4. Complexity picked Mirage
5. Natus Vincere removed Overpass
6. Complexity removed Inferno
7. Nuke was left over",2347020
Jame,20 (8),7 (6),7,77.3%,13,108.1,4,1.72,Virtus.pro,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
buster,21 (7),4 (2),9,81.8%,12,84.3,1,1.54,Virtus.pro,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
YEKINDAR,15 (7),5 (1),13,68.2%,2,78.2,-1,1.22,Virtus.pro,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Qikert,10 (6),4 (2),9,77.3%,1,49.9,1,1.05,Virtus.pro,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
SANJI,12 (10),1 (1),9,68.2%,3,58.9,-1,1.02,Virtus.pro,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
dycha,15 (10),1 (0),13,59.1%,2,66.3,1,1.02,ENCE,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
allu,12 (2),0 (0),15,54.5%,-3,64.5,0,0.8,ENCE,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Spinx,7 (3),1 (0),17,40.9%,-10,51.8,-1,0.53,ENCE,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
doto,5 (2),2 (0),16,54.5%,-11,28.5,-4,0.45,ENCE,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Snappi,6 (2),4 (1),18,36.4%,-12,51.5,0,0.44,ENCE,117650,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.31 : 0.65,13 : 9,0 : 0,Inferno,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,1,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Jame,14 (4),4 (0),16,65.2%,-2,80.3,2,1.05,Virtus.pro,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
buster,15 (9),1 (0),16,56.5%,-1,61.8,2,0.88,Virtus.pro,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Qikert,13 (6),3 (1),19,56.5%,-6,67.7,-1,0.69,Virtus.pro,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
YEKINDAR,10 (5),3 (0),18,52.2%,-8,52.2,-4,0.57,Virtus.pro,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
SANJI,4 (2),4 (0),17,43.5%,-13,37.8,-4,0.37,Virtus.pro,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Spinx,22 (15),6 (0),15,82.6%,7,96.8,1,1.59,ENCE,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
allu,17 (3),2 (0),7,82.6%,10,80.5,3,1.51,ENCE,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
dycha,18 (10),6 (1),12,73.9%,6,79.9,0,1.29,ENCE,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Snappi,17 (8),1 (0),10,82.6%,7,75.0,0,1.24,ENCE,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
doto,12 (6),1 (1),12,69.6%,0,54.9,1,1.0,ENCE,117652,ct,7 : 16 ( 7 : 8 ) ( 0 : 8 ),0.71 : 1.33,9 : 14,1 : 1,Train,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,0,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Jame,30 (9),11 (7),21,72.2%,9,94.4,2,1.34,Virtus.pro,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Qikert,30 (20),8 (5),23,75.0%,7,91.1,-1,1.26,Virtus.pro,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
YEKINDAR,28 (18),10 (5),27,69.4%,1,82.3,1,1.16,Virtus.pro,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
SANJI,24 (16),4 (1),21,63.9%,3,73.2,2,1.05,Virtus.pro,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
buster,16 (9),4 (1),19,66.7%,-3,46.9,-2,0.87,Virtus.pro,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
dycha,33 (15),1 (0),27,50.0%,6,89.1,1,1.23,ENCE,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
allu,23 (7),11 (5),23,66.7%,0,69.8,1,1.03,ENCE,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
doto,22 (16),8 (2),26,50.0%,-4,61.1,-1,0.87,ENCE,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Spinx,17 (8),8 (0),28,50.0%,-11,72.2,-2,0.81,ENCE,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Snappi,14 (6),5 (1),25,66.7%,-11,50.1,-1,0.68,ENCE,117656,t,19 : 17 ( 3 : 12 ) ( 12 : 3 ) ( 4 : 2 ),1.14 : 0.92,19 : 17,2 : 3,Dust2,ESL Pro League Season 13,3rd of April 2021,Virtus.pro,ENCE,2,1,NA,1.22 / 4.00,"1. Virtus.pro removed Nuke
2. ENCE removed Vertigo
3. Virtus.pro picked Inferno
4. ENCE picked Train
5. Virtus.pro removed Mirage
6. ENCE removed Overpass
7. Dust2 was left over",2347021
Aerial,31 (11),2 (1),17,77.8%,14,93.8,3,1.58,HAVU,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
ZOREE,17 (3),8 (3),14,88.9%,3,71.1,3,1.23,HAVU,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
xseveN,18 (5),8 (2),16,70.4%,2,87.6,4,1.22,HAVU,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
jemi,17 (7),7 (1),16,70.4%,1,66.0,-1,1.0,HAVU,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
sLowi,9 (7),11 (3),18,74.1%,-9,52.4,-4,0.76,HAVU,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
XANTARES,22 (9),3 (0),18,66.7%,4,85.7,-1,1.13,BIG,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
syrsoN,19 (12),4 (2),18,66.7%,1,69.3,-1,1.04,BIG,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
tabseN,12 (6),8 (2),20,70.4%,-8,61.8,2,0.85,BIG,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
tiziaN,15 (6),2 (1),17,66.7%,-2,60.9,-2,0.84,BIG,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
k1to,13 (8),4 (1),20,59.3%,-7,67.7,-3,0.76,BIG,117646,t,16 : 11 ( 8 : 7 ) ( 8 : 4 ),1.16 : 0.92,16 : 11,1 : 0,Overpass,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,1,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
ZOREE,22 (7),8 (6),9,84.0%,13,82.8,3,1.56,HAVU,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
Aerial,20 (7),6 (3),9,88.0%,11,81.4,3,1.41,HAVU,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
xseveN,18 (9),4 (1),16,76.0%,2,78.0,0,1.1,HAVU,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
sLowi,17 (12),7 (3),15,72.0%,2,81.0,-1,1.06,HAVU,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
jemi,13 (6),9 (4),14,60.0%,-1,74.0,0,0.97,HAVU,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
XANTARES,17 (9),2 (0),16,72.0%,1,57.9,1,0.91,BIG,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
tabseN,16 (8),6 (2),19,56.0%,-3,71.0,0,0.9,BIG,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
k1to,16 (10),3 (0),20,56.0%,-4,65.1,-2,0.89,BIG,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
syrsoN,9 (2),5 (0),17,52.0%,-8,65.7,0,0.75,BIG,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
tiziaN,5 (1),5 (1),20,52.0%,-15,30.3,-4,0.38,BIG,117649,ct,16 : 9 ( 9 : 6 ) ( 7 : 3 ),1.22 : 0.77,15 : 10,1 : 2,Dust2,Pinnacle Cup 2021,3rd of April 2021,HAVU,BIG,2,0,0,2.25 / 1.57,"1. HAVU removed Vertigo
2. BIG removed Train
3. HAVU picked Overpass
4. BIG picked Dust2
5. HAVU removed Mirage
6. BIG removed Inferno
7. Nuke was left over",2346893
sh1ro,19 (6),3 (1),14,76.9%,5,65.2,4,1.18,Gambit,117640,ct,10 : 16 ( 7 : 8 ) ( 3 : 8 ),0.89 : 1.14,14 : 12,3 : 0,Dust2,Pinnacle Cup 2021,3rd of April 2021,Gambit,Spirit,2,1,0,1.72 / 2.00,"1. Spirit removed Vertigo
2. Gambit removed Nuke
3. Spirit picked Dust2
4. Gambit picked Mirage
5. Spirit removed Overpass
6. Gambit removed Inferno
7. Train was left over",2346894
