Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
chelo,46 (28),3 (1),37,62.5%,9,91.5,-2,1.21,MIBR,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
boltz,33 (16),4 (1),30,72.9%,3,75.8,2,1.14,MIBR,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
yel,32 (7),11 (5),36,72.9%,-4,68.0,4,0.98,MIBR,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
shz,27 (10),10 (0),36,64.6%,-9,79.5,0,0.88,MIBR,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
danoco,24 (9),10 (0),39,64.6%,-15,65.5,0,0.8,MIBR,116958,ct,25 : 23 ( 6 : 9 ) ( 9 : 6 ) ( 10 : 8 ),1.13 : 1.00,22 : 26,3 : 4,Mirage,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,0,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
s1mple,24 (7),7 (4),15,79.2%,9,113.2,5,1.68,Natus Vincere,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
Perfecto,18 (8),7 (3),11,70.8%,7,76.2,-3,1.24,Natus Vincere,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
flamie,18 (10),2 (1),13,66.7%,5,60.8,-3,1.04,Natus Vincere,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
electronic,14 (7),6 (2),16,66.7%,-2,72.4,-2,0.97,Natus Vincere,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
Boombl4,12 (5),4 (1),18,62.5%,-6,58.8,1,0.87,Natus Vincere,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
chelo,20 (11),4 (1),20,50.0%,0,84.0,3,1.08,MIBR,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
boltz,16 (8),5 (0),18,79.2%,-2,82.6,1,1.06,MIBR,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
danoco,13 (5),6 (1),18,66.7%,-5,77.8,0,0.88,MIBR,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
yel,13 (1),1 (0),14,58.3%,-1,52.4,-1,0.83,MIBR,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
shz,11 (5),1 (1),17,54.2%,-6,46.5,-1,0.62,MIBR,116964,t,16 : 8 ( 13 : 2 ) ( 3 : 6 ),1.16 : 0.89,11 : 13,2 : 0,Dust2,ESL Pro League Season 13,22nd of March 2021,Natus Vincere,MIBR,2,0,1,1.16 / 4.50,"1. MIBR removed Nuke
2. Natus Vincere removed Vertigo
3. MIBR picked Mirage
4. Natus Vincere picked Dust2
5. MIBR removed Inferno
6. Natus Vincere removed Overpass
7. Train was left over",2346944
malbsMd,20 (14),6 (0),18,71.4%,2,113.4,-2,1.41,TeamOne,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
prt,10 (8),2 (2),17,66.7%,-7,45.2,2,0.69,TeamOne,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
skullz,9 (6),0 (0),18,66.7%,-9,53.0,-3,0.63,TeamOne,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Maluk3,11 (3),4 (3),18,61.9%,-7,51.0,-2,0.63,TeamOne,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
pesadelo,5 (0),4 (1),18,57.1%,-13,44.1,-6,0.45,TeamOne,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Ax1Le,29 (15),3 (0),7,95.2%,22,124.5,1,2.1,Gambit,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
nafany,20 (10),6 (3),9,95.2%,11,86.6,0,1.53,Gambit,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Hobbit,13 (6),5 (1),12,85.7%,1,73.9,4,1.23,Gambit,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
sh1ro,15 (4),7 (3),13,76.2%,2,79.3,5,1.21,Gambit,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
interz,12 (8),4 (0),14,85.7%,-2,68.8,1,1.04,Gambit,116945,t,5 : 16 ( 4 : 11 ) ( 1 : 5 ),0.76 : 1.42,5 : 16,1 : 2,Inferno,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,1,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Maluk3,15 (5),4 (3),15,61.9%,0,73.2,0,0.96,TeamOne,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
prt,11 (6),2 (1),17,42.9%,-6,61.1,-4,0.62,TeamOne,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
pesadelo,12 (6),1 (1),19,42.9%,-7,55.9,-1,0.62,TeamOne,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
malbsMd,12 (6),2 (1),20,47.6%,-8,58.1,2,0.56,TeamOne,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
skullz,5 (2),5 (0),17,42.9%,-12,45.9,0,0.46,TeamOne,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
sh1ro,26 (6),3 (2),10,90.5%,16,104.0,6,1.96,Gambit,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Ax1Le,19 (10),6 (0),11,71.4%,8,98.9,2,1.56,Gambit,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
Hobbit,19 (7),4 (0),14,81.0%,5,96.3,-3,1.43,Gambit,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
interz,14 (9),3 (2),6,85.7%,8,66.4,-1,1.31,Gambit,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
nafany,10 (4),5 (0),14,66.7%,-4,65.4,-1,0.93,Gambit,116948,ct,5 : 16 ( 5 : 10 ) ( 0 : 6 ),0.65 : 1.44,9 : 12,1 : 1,Mirage,ESL Pro League Season 13,22nd of March 2021,TeamOne,Gambit,0,2,0,8.00 / 1.06,"1. TeamOne removed Vertigo
2. Gambit removed Nuke
3. TeamOne picked Inferno
4. Gambit picked Mirage
5. TeamOne removed Dust2
6. Gambit removed Overpass
7. Train was left over",2346943
chelo,15 (10),3 (0),20,66.7%,-5,76.9,-5,0.89,MIBR,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
shz,16 (10),3 (1),17,66.7%,-1,67.0,-2,0.86,MIBR,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
danoco,16 (8),1 (0),18,54.2%,-2,69.3,-2,0.84,MIBR,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
yel,10 (1),5 (2),16,62.5%,-6,50.9,-5,0.78,MIBR,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
boltz,7 (3),2 (0),19,54.2%,-12,38.0,-4,0.5,MIBR,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
arT,25 (11),8 (1),14,83.3%,11,120.1,10,1.89,FURIA,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
VINI,19 (8),7 (1),12,83.3%,7,97.3,2,1.43,FURIA,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
KSCERATO,18 (6),6 (4),11,79.2%,7,75.6,0,1.25,FURIA,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
yuurih,16 (7),2 (0),11,79.2%,5,61.2,3,1.18,FURIA,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
junior,12 (3),3 (1),16,83.3%,-4,48.4,3,0.95,FURIA,116907,t,8 : 16 ( 3 : 12 ) ( 5 : 4 ),0.78 : 1.34,3 : 21,1 : 2,Overpass,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,1,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
shz,16 (10),2 (2),16,58.3%,0,65.4,-5,0.83,MIBR,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
chelo,11 (5),7 (0),19,50.0%,-8,70.4,-3,0.75,MIBR,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
boltz,9 (7),5 (1),17,66.7%,-8,71.1,-1,0.75,MIBR,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
danoco,10 (5),3 (1),15,58.3%,-5,48.6,-3,0.73,MIBR,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
yel,11 (4),0 (0),18,54.2%,-7,46.8,0,0.61,MIBR,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
arT,21 (8),6 (4),12,75.0%,9,93.8,4,1.43,FURIA,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
KSCERATO,20 (12),6 (3),11,79.2%,9,83.1,3,1.43,FURIA,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
junior,15 (6),2 (1),9,87.5%,6,67.0,4,1.34,FURIA,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
VINI,18 (8),3 (1),13,70.8%,5,77.3,0,1.24,FURIA,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
yuurih,10 (5),6 (0),12,79.2%,-2,57.5,0,0.96,FURIA,116911,ct,8 : 16 ( 6 : 9 ) ( 2 : 7 ),0.74 : 1.28,6 : 17,0 : 0,Inferno,ESL Pro League Season 13,21st of March 2021,MIBR,FURIA,0,2,0,3.75 / 1.25,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Overpass
4. FURIA picked Inferno
5. MIBR removed Train
6. FURIA removed Vertigo
7. Mirage was left over",2346942
Aerial,24 (15),7 (1),13,83.3%,11,101.0,3,1.73,HAVU,116898,ct,16 : 8 ( 9 : 6 ) ( 7 : 2 ),1.32 : 0.84,15 : 9,2 : 2,Nuke,Pelaajatcom Series Spring Finals 2021,21st of March 2021,HAVU,SJ,2,0,0,NA,"1. SJ removed Dust2
2. HAVU removed Vertigo
3. SJ picked Nuke
4. HAVU picked Train
5. SJ removed Overpass
6. HAVU removed Inferno
7. Mirage was left over",2347415
